Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-09-02 00:00:00-04:00,128.55999755859375,131.69000244140625,119.5999984741211,120.13999938964844,10272400,0.0,0.0
2025-09-03 00:00:00-04:00,122.08999633789062,122.27100372314453,116.5999984741211,118.45999908447266,9473300,0.0,0.0
2025-09-04 00:00:00-04:00,117.63999938964844,120.31999969482422,115.08000183105469,117.48999786376953,6393600,0.0,0.0
2025-09-05 00:00:00-04:00,117.77999877929688,118.80000305175781,108.0199966430664,114.55999755859375,11544500,0.0,0.0
2025-09-08 00:00:00-04:00,114.0,117.77999877929688,110.05000305175781,112.45999908447266,8410400,0.0,0.0
2025-09-09 00:00:00-04:00,113.62999725341797,120.75,112.62000274658203,117.98999786376953,9098700,0.0,0.0
2025-09-10 00:00:00-04:00,119.96499633789062,124.9800033569336,113.16999816894531,113.69000244140625,9925500,0.0,0.0
2025-09-11 00:00:00-04:00,114.22000122070312,136.49000549316406,113.30000305175781,133.6999969482422,23638300,0.0,0.0
2025-09-12 00:00:00-04:00,134.85000610351562,134.89999389648438,124.5,125.31999969482422,15291500,0.0,0.0
2025-09-15 00:00:00-04:00,129.89999389648438,135.77999877929688,125.08000183105469,134.0500030517578,12573800,0.0,0.0
2025-09-16 00:00:00-04:00,139.60000610351562,142.5500030517578,133.9199981689453,134.80999755859375,12723000,0.0,0.0
2025-09-17 00:00:00-04:00,135.0,146.5,128.25999450683594,131.0399932861328,19405300,0.0,0.0
2025-09-18 00:00:00-04:00,134.74000549316406,143.5800018310547,134.07000732421875,140.4199981689453,15939000,0.0,0.0
2025-09-19 00:00:00-04:00,145.0500030517578,147.6999969482422,139.52999877929688,144.13999938964844,16115600,0.0,0.0
2025-09-22 00:00:00-04:00,139.8800048828125,140.7100067138672,134.55999755859375,137.63999938964844,9117400,0.0,0.0
2025-09-23 00:00:00-04:00,138.6699981689453,141.60000610351562,130.6999969482422,130.97000122070312,8952100,0.0,0.0
2025-09-24 00:00:00-04:00,133.72999572753906,136.33999633789062,130.0399932861328,131.5800018310547,9155800,0.0,0.0
2025-09-25 00:00:00-04:00,128.99000549316406,130.25999450683594,124.30000305175781,124.66000366210938,7729900,0.0,0.0
2025-09-26 00:00:00-04:00,125.41999816894531,128.49000549316406,122.83000183105469,126.98999786376953,5467800,0.0,0.0
2025-09-29 00:00:00-04:00,129.5,137.8000030517578,128.5,133.66000366210938,10474600,0.0,0.0
2025-09-30 00:00:00-04:00,136.1999969482422,137.99000549316406,132.3699951171875,132.5800018310547,7965500,0.0,0.0
2025-10-01 00:00:00-04:00,133.6199951171875,137.26699829101562,127.5999984741211,129.02999877929688,9067300,0.0,0.0
2025-10-02 00:00:00-04:00,133.4499969482422,152.0500030517578,132.75,149.72000122070312,19216200,0.0,0.0
2025-10-03 00:00:00-04:00,148.39999389648438,156.47000122070312,144.13999938964844,145.77999877929688,19333300,0.0,0.0
2025-10-06 00:00:00-04:00,154.00999450683594,154.1719970703125,145.55999755859375,148.50999450683594,10810000,0.0,0.0
2025-10-07 00:00:00-04:00,152.0,157.55999755859375,144.1840057373047,148.72000122070312,12330800,0.0,0.0
2025-10-08 00:00:00-04:00,150.3000030517578,152.16000366210938,143.5500030517578,150.4600067138672,11706300,0.0,0.0
2025-10-09 00:00:00-04:00,150.8000030517578,153.8800048828125,145.8000030517578,150.47999572753906,10237500,0.0,0.0
2025-10-10 00:00:00-04:00,150.88999938964844,159.47000122070312,132.60499572753906,132.94000244140625,22403100,0.0,0.0
2025-10-13 00:00:00-04:00,138.05999755859375,141.3800048828125,135.11000061035156,137.47000122070312,10351000,0.0,0.0
2025-10-14 00:00:00-04:00,133.25,138.6199951171875,129.3300018310547,134.4600067138672,7650400,0.0,0.0
2025-10-15 00:00:00-04:00,137.32000732421875,141.10000610351562,132.5800018310547,134.47999572753906,9018700,0.0,0.0
2025-10-16 00:00:00-04:00,135.9199981689453,136.8699951171875,127.87999725341797,128.4600067138672,7387800,0.0,0.0
2025-10-17 00:00:00-04:00,125.25,127.75800323486328,123.08999633789062,126.48999786376953,7837400,0.0,0.0
2025-10-20 00:00:00-04:00,129.7899932861328,135.72900390625,128.25,130.80999755859375,9339400,0.0,0.0
2025-10-21 00:00:00-04:00,130.4499969482422,133.0,125.6500015258789,129.85000610351562,9603000,0.0,0.0
2025-10-22 00:00:00-04:00,128.57000732421875,131.0,122.5,124.79000091552734,8810200,0.0,0.0
2025-10-23 00:00:00-04:00,124.9800033569336,130.00999450683594,124.30999755859375,129.86000061035156,6896100,0.0,0.0
2025-10-24 00:00:00-04:00,132.9600067138672,144.02999877929688,131.02000427246094,142.0500030517578,15678700,0.0,0.0
2025-10-27 00:00:00-04:00,146.92999267578125,147.44000244140625,138.10000610351562,143.2899932861328,9715600,0.0,0.0
2025-10-28 00:00:00-04:00,143.25,143.3800048828125,135.85000610351562,136.11000061035156,7857500,0.0,0.0
2025-10-29 00:00:00-04:00,136.0,136.0500030517578,129.67999267578125,131.74000549316406,7593600,0.0,0.0
2025-10-30 00:00:00-04:00,129.97000122070312,130.0,122.48999786376953,122.70999908447266,10751300,0.0,0.0
2025-10-31 00:00:00-04:00,126.30999755859375,129.39999389648438,124.87999725341797,126.9800033569336,6616900,0.0,0.0
2025-11-03 00:00:00-05:00,125.75,125.75,117.82599639892578,117.86000061035156,9050500,0.0,0.0
2025-11-04 00:00:00-05:00,113.79000091552734,117.19999694824219,108.9000015258789,111.25,10279100,0.0,0.0
2025-11-05 00:00:00-05:00,113.0999984741211,114.8499984741211,111.94000244140625,113.02999877929688,6050000,0.0,0.0
2025-11-06 00:00:00-05:00,113.05000305175781,113.36000061035156,100.0,100.01000213623047,11702600,0.0,0.0
2025-11-07 00:00:00-05:00,99.0,103.33000183105469,96.0999984741211,103.13999938964844,9524300,0.0,0.0
2025-11-10 00:00:00-05:00,107.80000305175781,110.53500366210938,102.58000183105469,104.0999984741211,8568000,0.0,0.0
2025-11-11 00:00:00-05:00,102.05000305175781,102.48999786376953,97.94999694824219,98.30000305175781,8745300,0.0,0.0
2025-11-12 00:00:00-05:00,93.8499984741211,95.5199966430664,85.86000061035156,86.30000305175781,39011300,0.0,0.0
2025-11-13 00:00:00-05:00,86.0199966430664,88.41999816894531,81.37999725341797,82.33999633789062,52219400,0.0,0.0
2025-11-14 00:00:00-05:00,83.5,85.05000305175781,81.5,81.88999938964844,37549600,0.0,0.0
2025-11-17 00:00:00-05:00,81.79000091552734,81.9000015258789,75.0999984741211,76.58999633789062,23753300,0.0,0.0
2025-11-18 00:00:00-05:00,75.62000274658203,78.1500015258789,75.04299926757812,76.5999984741211,16437600,0.0,0.0
2025-11-19 00:00:00-05:00,76.48999786376953,76.5999984741211,67.55000305175781,69.72000122070312,28886500,0.0,0.0
2025-11-20 00:00:00-05:00,71.29000091552734,71.40499877929688,64.91999816894531,66.93000030517578,20369400,0.0,0.0
2025-11-21 00:00:00-05:00,66.92500305175781,72.33000183105469,66.13999938964844,71.33000183105469,19456200,0.0,0.0
2025-11-24 00:00:00-05:00,72.0,73.43000030517578,69.61000061035156,72.73999786376953,15679700,0.0,0.0
2025-11-25 00:00:00-05:00,69.13999938964844,70.11000061035156,68.052001953125,70.11000061035156,12630900,0.0,0.0
2025-11-26 00:00:00-05:00,71.1500015258789,73.29000091552734,68.86000061035156,72.63999938964844,15840800,0.0,0.0
2025-11-28 00:00:00-05:00,75.30999755859375,81.4800033569336,74.0199966430664,79.93000030517578,22254900,0.0,0.0
