Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-09-02 00:00:00-04:00,134.47000122070312,138.8300018310547,133.05999755859375,138.5500030517578,41625400,0.0,0.0
2025-09-03 00:00:00-04:00,136.6999969482422,137.77000427246094,135.5800018310547,136.4499969482422,16470500,0.0,0.0
2025-09-04 00:00:00-04:00,133.16000366210938,134.25,130.05999755859375,130.9199981689453,24730900,0.0,0.0
2025-09-05 00:00:00-04:00,135.02999877929688,135.61000061035156,132.6999969482422,135.5800018310547,19202500,0.0,0.0
2025-09-08 00:00:00-04:00,139.8800048828125,141.22000122070312,138.7689971923828,141.1999969482422,20095300,0.0,0.0
2025-09-09 00:00:00-04:00,145.39999389648438,148.0,144.64999389648438,147.10000610351562,32792300,0.0,0.0
2025-09-10 00:00:00-04:00,145.4199981689453,145.9199981689453,143.22999572753906,143.92999267578125,21079900,0.0,0.0
2025-09-11 00:00:00-04:00,148.1199951171875,156.8489990234375,147.86000061035156,155.44000244140625,50089200,0.0,0.0
2025-09-12 00:00:00-04:00,154.07000732421875,155.4600067138672,152.05999755859375,155.05999755859375,20903300,0.0,0.0
2025-09-15 00:00:00-04:00,159.08999633789062,159.6999969482422,156.72999572753906,158.0399932861328,23567200,0.0,0.0
2025-09-16 00:00:00-04:00,158.36000061035156,163.0,157.58999633789062,162.2100067138672,26017700,0.0,0.0
2025-09-17 00:00:00-04:00,166.0,167.32000732421875,163.25999450683594,166.1699981689453,29344300,0.0,0.0
2025-09-18 00:00:00-04:00,162.5,164.7899932861328,161.3000030517578,162.47999572753906,19529600,0.0,0.0
2025-09-19 00:00:00-04:00,164.69000244140625,166.25,162.61000061035156,162.80999755859375,18183200,0.0,0.0
2025-09-22 00:00:00-04:00,163.75999450683594,167.43499755859375,163.02999877929688,164.25,18667700,0.0,0.0
2025-09-23 00:00:00-04:00,165.00999450683594,167.8300018310547,162.8000030517578,163.0800018310547,18278600,0.0,0.0
2025-09-24 00:00:00-04:00,175.97999572753906,180.16000366210938,175.0,176.44000244140625,52642300,0.0,0.0
2025-09-25 00:00:00-04:00,173.39999389648438,175.77000427246094,170.43499755859375,175.47000122070312,20712200,0.0,0.0
2025-09-26 00:00:00-04:00,172.1699981689453,172.75999450683594,169.6999969482422,171.91000366210938,15971100,0.0,0.0
2025-09-29 00:00:00-04:00,178.0800018310547,181.343994140625,177.58999633789062,179.89999389648438,21576300,0.0,0.0
2025-09-30 00:00:00-04:00,181.66000366210938,182.14999389648438,177.10000610351562,178.72999572753906,18681500,0.0,0.0
2025-10-01 00:00:00-04:00,179.97999572753906,183.0800018310547,178.8699951171875,182.77999877929688,14966900,0.0,0.0
2025-10-02 00:00:00-04:00,188.5800018310547,192.6699981689453,188.3000030517578,189.33999633789062,23687800,0.0,0.0
2025-10-03 00:00:00-04:00,190.72000122070312,191.07000732421875,187.13499450683594,188.02999877929688,13990900,0.0,0.0
2025-10-06 00:00:00-04:00,186.5,189.61000061035156,186.30999755859375,187.22000122070312,10973500,0.0,0.0
2025-10-07 00:00:00-04:00,187.40499877929688,188.66000366210938,180.44000244140625,181.3300018310547,16942200,0.0,0.0
2025-10-08 00:00:00-04:00,180.7899932861328,182.08999633789062,177.3000030517578,181.1199951171875,15883700,0.0,0.0
2025-10-09 00:00:00-04:00,178.52000427246094,178.77999877929688,172.3000030517578,173.67999267578125,21211600,0.0,0.0
2025-10-10 00:00:00-04:00,170.02999877929688,172.92999267578125,157.25,159.00999450683594,50296800,0.0,0.0
2025-10-13 00:00:00-04:00,167.77999877929688,168.7899932861328,165.02999877929688,166.80999755859375,25703100,0.0,0.0
2025-10-14 00:00:00-04:00,160.0500030517578,166.5,160.0,162.86000061035156,18583200,0.0,0.0
2025-10-15 00:00:00-04:00,168.07000732421875,168.10000610351562,164.60000610351562,165.91000366210938,15337400,0.0,0.0
2025-10-16 00:00:00-04:00,166.52000427246094,168.3000030517578,164.4600067138672,165.08999633789062,10979700,0.0,0.0
2025-10-17 00:00:00-04:00,161.75999450683594,169.10000610351562,161.14999389648438,167.0500030517578,17765700,0.0,0.0
2025-10-20 00:00:00-04:00,167.2899932861328,174.97000122070312,165.7899932861328,173.47000122070312,20120500,0.0,0.0
2025-10-21 00:00:00-04:00,170.52000427246094,170.94000244140625,166.4199981689453,166.6699981689453,15662500,0.0,0.0
